# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Mon, 30 Mar 2026 03:00:58 +0200
#
# IP	number of (black)lists
#
36.230.129.68	1
36.250.220.17	1
36.250.220.210	1
36.250.221.41	1
36.250.221.96	1
36.255.4.248	1
36.255.41.30	1
36.255.44.66	1
36.73.185.167	1
36.79.229.44	1
36.80.120.136	1
36.80.126.194	1
36.84.60.47	1
36.85.188.27	1
36.85.218.127	1
37.104.191.233	1
37.106.145.208	1
37.110.210.38	1
37.110.215.2	1
37.111.170.187	1
37.114.149.50	1
37.114.176.241	1
37.114.177.62	1
37.114.180.67	1
37.114.182.56	1
37.114.188.83	1
37.114.89.89	1
37.120.140.14	1
37.122.191.241	1
37.123.80.133	1
37.126.158.26	1
37.142.209.180	1
37.150.2.188	1
37.151.27.42	1
37.151.7.82	1
37.155.145.35	1
37.163.190.223	1
37.18.96.210	1
37.186.52.2	1
37.187.226.30	1
37.187.226.31	1
37.202.114.121	1
37.202.72.136	1
37.202.73.108	1
37.202.73.170	1
37.203.49.113	1
37.203.49.132	1
37.208.37.21	1
37.209.130.203	1
37.212.197.58	1
37.212.29.63	1
37.212.90.208	1
37.214.30.90	1
37.215.123.97	1
37.215.14.84	1
37.215.3.152	1
37.215.33.185	1
37.217.138.120	1
37.221.128.200	1
37.221.131.181	1
37.221.131.51	1
37.221.135.147	1
37.221.135.227	1
37.221.137.25	1
37.221.138.174	1
37.221.138.214	1
37.221.139.110	1
37.221.143.155	1
37.221.144.110	1
37.221.146.19	1
37.221.146.45	1
37.221.146.87	1
37.221.149.236	1
37.221.150.107	1
37.221.152.36	1
37.221.154.16	1
37.221.156.226	1
37.233.43.187	1
37.233.47.210	1
37.238.192.4	1
37.242.153.31	1
37.242.207.171	1
37.242.39.236	1
37.243.27.232	1
37.252.221.220	1
37.26.101.48	1
37.30.54.32	1
37.32.73.203	1
37.32.73.94	1
37.35.67.49	1
37.37.231.181	1
37.39.53.173	1
37.40.226.198	1
37.40.239.181	1
37.40.91.95	1
37.41.130.89	1
37.41.19.77	1
37.41.216.115	1
37.41.250.85	1
37.42.52.246	1
37.56.5.181	1
37.59.204.130	1
37.59.204.141	1
37.59.204.156	1
37.61.112.230	1
37.61.117.247	1
37.61.124.188	1
37.61.126.5	1
37.63.16.104	1
37.65.15.222	1
37.65.166.247	1
37.65.178.150	1
37.67.144.219	1
37.76.199.209	1
37.8.102.30	1
37.8.41.92	1
37.8.72.52	1
37.99.36.176	1
37.99.44.221	1
37.99.66.115	1
38.10.153.26	1
38.10.253.235	1
38.10.70.126	1
38.106.122.155	1
38.121.217.82	1
38.121.219.236	1
38.124.210.94	1
38.137.237.74	1
38.137.31.185	1
38.137.34.154	1
38.137.34.3	1
38.137.35.121	1
38.137.40.193	1
38.137.48.78	1
38.137.49.162	1
38.137.53.53	1
38.137.57.150	1
38.148.242.232	1
38.148.242.242	1
38.150.94.101	1
38.156.72.132	1
38.156.72.154	1
38.156.73.227	1
38.159.51.239	1
38.166.101.244	1
38.166.88.199	1
38.171.101.26	1
38.171.102.103	1
38.171.110.146	1
38.171.135.70	1
38.171.154.94	1
38.171.236.143	1
38.171.236.17	1
38.171.248.170	1
38.171.70.124	1
38.183.10.105	1
38.183.114.109	1
38.183.114.117	1
38.183.114.20	1
38.183.114.54	1
38.183.115.81	1
38.183.115.86	1
38.183.213.6	1
38.183.214.6	1
38.183.40.107	1
38.183.43.143	1
38.183.49.231	1
38.183.88.200	1
38.190.82.150	1
38.191.68.110	1
38.194.230.10	1
38.194.253.227	1
38.199.66.124	1
38.210.108.170	1
38.210.183.171	1
38.211.39.255	1
38.224.86.84	1
38.225.78.130	1
38.226.185.178	1
38.226.185.186	1
38.226.207.181	1
38.226.242.13	1
38.242.239.223	1
38.248.134.188	1
38.248.148.248	1
38.25.172.87	1
38.25.18.35	1
38.25.22.90	1
38.25.51.136	1
38.250.240.24	1
38.252.186.181	1
38.252.48.57	1
38.252.50.147	1
38.253.240.229	1
38.3.195.48	1
38.41.16.115	1
38.41.22.156	1
38.41.22.6	1
38.41.22.9	1
38.41.4.198	1
38.41.42.226	1
38.43.134.202	1
38.49.138.106	1
38.49.140.38	1
38.49.216.153	1
38.49.78.179	1
38.51.120.126	1
38.51.120.38	1
38.51.121.103	1
38.51.207.147	1
38.51.214.90	1
38.51.221.157	1
38.51.221.206	1
38.51.221.210	1
38.51.236.196	1
38.51.244.102	1
38.51.29.53	1
38.61.228.29	1
38.66.207.45	1
38.68.184.129	1
38.7.1.22	1
38.7.2.28	1
38.7.223.201	1
38.7.4.155	1
38.74.237.1	1
38.76.139.146	1
38.95.173.102	1
38.95.173.162	1
38.99.99.65	1
39.104.200.58	1
39.108.217.72	1
39.144.129.64	1
39.144.129.65	1
39.144.129.73	1
39.144.129.92	1
39.144.130.111	1
39.144.130.127	1
39.144.130.159	1
39.144.130.217	1
39.144.130.224	1
39.144.130.23	1
39.162.8.99	1
39.171.149.43	1
39.171.199.3	1
39.171.203.109	1
39.172.190.39	1
39.181.37.163	1
39.32.168.81	1
39.34.129.161	1
39.34.131.162	1
39.34.131.99	1
39.34.145.76	1
39.34.36.81	1
39.34.93.156	1
39.37.200.92	1
39.37.204.131	1
39.38.128.24	1
39.39.231.193	1
39.40.182.3	1
39.43.182.212	1
39.45.255.96	1
39.46.100.139	1
39.46.183.252	1
39.46.98.66	1
39.51.213.113	1
39.53.216.149	1
39.56.121.62	1
39.58.138.13	1
39.58.241.161	1
39.60.236.0	1
39.61.42.36	1
39.63.187.194	1
39.63.221.97	1
39.63.239.27	1
39.63.250.37	1
40.138.163.190	1
40.77.167.63	1
41.10.36.161	1
41.102.136.228	1
41.103.112.194	1
41.104.96.64	1
41.108.137.221	1
41.108.61.8	1
41.111.94.113	1
41.114.37.249	1
41.116.154.152	1
41.116.176.209	1
41.116.253.1	1
41.132.36.185	1
41.132.53.227	1
41.132.61.8	1
41.139.0.142	1
41.139.10.25	1
41.139.11.144	1
41.139.11.177	1
41.139.12.160	1
41.139.18.10	1
41.139.18.219	1
41.139.201.107	1
41.139.236.47	1
41.139.252.133	1
41.139.28.126	1
41.139.28.54	1
41.139.37.100	1
41.139.37.221	1
41.139.44.115	1
41.139.44.240	1
41.139.44.31	1
41.139.44.8	1
41.139.47.201	1
41.139.5.160	1
41.139.5.166	1
41.139.5.203	1
41.139.5.39	1
41.139.5.81	1
41.139.60.62	1
41.139.60.9	1
41.140.99.81	1
41.141.55.115	1
41.143.244.234	1
41.155.46.158	1
41.157.91.142	1
41.158.114.103	1
41.188.105.97	1
41.188.106.6	1
41.188.108.17	1
41.188.116.231	1
41.189.43.218	1
41.193.163.141	1
41.193.225.255	1
41.193.87.38	1
41.198.151.49	1
41.198.158.129	1
41.206.44.82	1
41.207.254.51	1
41.208.128.178	1
41.208.128.237	1
41.208.141.133	1
41.208.141.79	1
41.209.3.203	1
41.209.9.70	1
41.210.155.106	1
41.211.16.117	1
41.211.4.249	1
41.214.49.132	1
41.214.49.198	1
41.215.132.178	1
41.215.171.14	1
41.216.209.164	1
41.216.210.34	1
41.216.213.10	1
41.216.213.154	1
41.216.214.11	1
41.216.215.138	1
41.217.37.27	1
41.219.71.157	1
41.220.160.218	1
41.220.201.199	1
41.221.64.226	1
41.223.251.150	1
41.223.73.190	1
41.225.208.244	1
41.225.223.148	1
41.225.41.146	1
41.227.163.169	1
41.242.160.143	1
41.242.160.51	1
41.242.161.181	1
41.243.2.142	1
41.248.36.37	1
41.249.46.59	1
41.249.59.183	1
41.25.43.214	1
41.250.168.93	1
41.250.48.104	1
41.251.57.38	1
41.254.71.132	1
41.254.91.16	1
41.40.231.83	1
41.56.102.107	1
41.56.214.68	1
41.62.107.30	1
41.62.211.179	1
41.63.173.143	1
41.69.27.163	1
41.73.98.209	1
41.74.5.84	1
41.76.247.150	1
41.79.16.35	1
41.79.19.9	1
41.82.221.82	1
41.82.227.245	1
41.83.113.232	1
41.83.143.212	1
41.83.209.84	1
41.86.38.191	1
41.86.40.102	1
41.90.141.102	1
41.90.145.135	1
41.90.172.52	1
41.90.181.191	1
41.90.184.147	1
41.90.189.3	1
41.90.209.125	1
41.90.209.18	1
41.90.98.235	1
41.92.117.93	1
42.104.142.75	1
42.104.160.142	1
42.104.211.241	1
42.104.221.124	1
42.105.158.14	1
42.105.48.18	1
42.106.11.117	1
42.106.217.7	1
42.108.27.235	1
42.111.121.1	1
42.111.162.173	1
42.112.218.105	1
42.112.79.5	1
42.113.96.58	1
42.118.49.6	1
42.179.167.79	1
42.188.122.230	1
42.191.110.77	1
42.191.83.245	1
42.200.172.136	1
43.100.104.83	1
43.100.43.191	1
43.153.70.250	1
43.225.141.187	1
43.225.193.155	1
43.225.23.47	1
43.228.166.234	1
43.229.163.234	1
43.230.105.101	1
43.240.55.18	1
43.242.116.184	1
43.242.179.43	1
43.243.83.71	1
43.245.157.128	1
43.245.93.163	1
43.245.93.33	1
43.245.93.86	1
43.246.201.36	1
43.246.225.167	1
43.247.180.19	1
43.248.240.217	1
43.248.243.214	1
43.250.104.173	1
43.251.215.195	1
43.251.72.50	1
43.99.33.14	1
45.10.31.238	1
45.112.51.172	1
45.115.176.173	1
45.117.61.64	1
45.118.34.196	1
45.118.34.242	1
45.12.26.182	1
45.127.89.118	1
45.130.81.105	1
45.130.81.114	1
45.130.81.72	1
45.131.34.12	1
45.134.79.110	1
45.135.196.7	1
45.135.93.253	1
45.136.54.146	1
45.14.28.215	1
45.140.27.163	1
45.146.55.179	1
45.150.175.199	1
45.159.187.190	1
45.159.31.82	1
45.160.80.192	1
45.161.112.244	1
45.161.32.233	1
45.161.92.139	1
45.162.89.77	1
45.162.91.167	1
45.162.91.5	1
45.163.154.200	1
45.163.198.144	1
45.163.198.69	1
45.163.2.125	1
45.163.2.61	1
45.163.222.207	1
45.163.222.222	1
45.164.2.164	1
45.164.6.25	1
45.164.70.117	1
45.164.77.191	1
45.165.151.204	1
45.165.177.244	1
45.166.46.251	1
45.166.9.69	1
45.167.125.134	1
45.167.162.24	1
45.168.158.136	1
45.168.202.240	1
45.168.56.1	1
45.169.208.96	1
45.169.21.217	1
45.169.3.142	1
45.169.50.2	1
45.170.128.45	1
45.170.227.82	1
45.170.65.149	1
45.171.138.54	1
45.171.217.52	1
45.171.4.66	1
45.172.19.59	1
45.172.211.221	1
45.172.71.69	1
45.173.101.88	1
45.173.114.222	1
45.173.222.188	1
45.175.112.33	1
45.175.163.122	1
45.175.47.190	1
45.176.55.37	1
45.176.58.248	1
45.176.93.211	1
45.177.208.12	1
45.178.1.136	1
45.178.152.221	1
45.178.29.4	1
45.179.201.140	1
45.180.107.250	1
45.180.149.40	1
45.180.150.151	1
45.180.193.145	1
45.180.225.158	1
45.181.101.95	1
45.181.121.195	1
45.181.130.83	1
45.181.187.130	1
45.181.198.184	1
45.181.215.103	1
45.181.247.2	1
45.181.28.244	1
45.182.123.24	1
45.182.133.225	1
45.182.21.249	1
45.182.22.101	1
45.182.58.6	1
45.183.217.116	1
45.183.83.151	1
45.183.83.195	1
45.183.93.165	1
45.184.204.137	1
45.184.207.143	1
45.184.57.176	1
45.184.95.149	1
45.185.193.17	1
45.185.35.116	1
45.185.35.12	1
45.185.57.83	1
45.186.158.17	1
45.186.171.95	1
45.186.208.181	1
45.186.210.114	1
45.187.0.90	1
45.187.125.2	1
45.187.125.5	1
45.187.195.171	1
45.187.49.241	1
45.187.7.187	1
45.188.65.27	1
45.188.76.125	1
45.189.116.111	1
45.189.49.31	1
45.190.117.162	1
45.190.117.59	1
45.190.158.137	1
45.190.159.28	1
45.190.206.214	1
45.191.61.89	1
45.195.240.44	1
45.195.240.63	1
45.197.196.21	1
45.197.198.192	1
45.197.198.213	1
45.220.26.205	1
45.224.134.1	1
45.224.235.56	1
45.225.178.215	1
45.225.47.132	1
45.226.122.197	1
45.226.15.74	1
45.227.155.90	1
45.227.34.65	1
45.227.34.73	1
45.228.138.237	1
45.228.168.187	1
45.228.50.12	1
45.228.57.197	1
45.228.98.45	1
45.229.164.85	1
45.229.202.186	1
45.230.170.221	1
45.230.80.44	1
45.230.85.220	1
45.232.167.9	1
45.232.195.15	1
45.232.65.144	1
45.232.93.1	1
45.232.93.106	1
45.233.92.151	1
45.234.190.211	1
45.234.208.179	1
45.234.215.29	1
45.235.15.244	1
45.235.166.37	1
45.235.21.198	1
45.235.23.61	1
45.235.38.220	1
45.236.226.119	1
45.237.116.163	1
45.238.106.168	1
45.238.106.175	1
45.238.107.113	1
45.238.107.70	1
45.238.146.208	1
45.238.39.203	1
45.239.138.17	1
45.239.20.200	1
45.239.233.31	1
45.239.77.14	1
45.239.84.6	1
45.248.1.154	1
45.251.48.23	1
45.26.184.5	1
45.3.36.89	1
45.32.36.158	1
45.32.90.122	1
45.33.88.229	1
45.40.198.92	1
45.5.140.64	1
45.5.211.88	1
45.5.92.106	1
45.6.200.111	1
45.6.223.36	1
45.6.34.46	1
45.61.134.46	1
45.63.96.68	1
45.64.75.90	1
45.65.177.52	1
45.65.231.58	1
45.65.237.112	1
45.65.59.173	1
45.67.155.110	1
45.67.155.150	1
45.67.155.159	1
45.67.155.240	1
45.7.187.192	1
45.70.149.149	1
45.70.159.61	1
45.70.162.18	1
45.70.30.104	1
45.71.211.130	1
45.8.186.102	1
45.84.118.166	1
45.85.147.218	1
45.85.248.67	1
45.90.106.24	1
45.90.185.104	1
45.91.193.105	1
45.92.229.16	1
45.94.216.236	1
46.1.5.19	1
46.101.130.219	1
46.101.244.237	1
46.101.251.126	1
46.101.53.189	1
46.101.98.60	1
46.107.230.36	1
46.114.244.155	1
46.135.83.61	1
46.138.12.137	1
46.149.92.59	1
46.150.73.45	1
46.153.196.249	1
46.161.193.254	1
46.161.253.126	1
46.162.206.15	1
46.174.73.106	1
46.175.185.90	1
46.184.248.233	1
46.184.92.23	1
46.185.146.215	1
46.185.168.95	1
46.185.191.236	1
46.185.200.219	1
46.196.221.147	1
46.198.184.53	1
46.2.129.201	1
46.2.189.231	1
46.2.232.166	1
46.2.28.55	1
46.2.6.44	1
46.20.58.161	1
46.20.58.3	1
46.200.144.187	1
46.201.62.125	1
46.205.201.191	1
46.210.180.176	1
46.210.219.132	1
46.211.39.105	1
46.22.229.3	1
46.226.34.8	1
46.227.39.181	1
46.227.39.248	1
46.227.39.254	1
46.232.214.29	1
46.235.183.33	1
46.235.210.31	1
46.235.211.16	1
46.239.6.188	1
46.244.245.134	1
46.246.122.118	1
46.248.208.86	1
46.251.201.146	1
46.30.177.36	1
46.35.150.193	1
46.36.159.246	1
46.36.65.107	1
46.37.88.69	1
46.39.212.78	1
46.42.246.251	1
46.49.28.85	1
46.52.111.31	1
46.53.241.160	1
46.53.72.145	1
46.55.121.53	1
46.60.13.79	1
46.96.48.35	1
46.99.188.199	1
47.100.56.150	1
47.100.8.218	1
47.101.171.119	1
47.101.219.102	1
47.11.16.214	1
47.11.44.149	1
47.11.9.7	1
47.111.128.42	1
47.111.169.105	1
47.120.16.190	1
47.120.31.77	1
47.128.111.13	1
47.128.111.154	1
47.128.112.200	1
47.128.112.21	1
47.128.112.213	1
47.128.112.241	1
47.128.112.36	1
47.128.112.54	1
47.128.115.73	1
47.128.117.54	1
47.128.119.117	1
47.128.119.137	1
47.128.119.138	1
47.128.119.150	1
47.128.119.162	1
47.128.119.166	1
47.128.119.180	1
47.128.119.186	1
47.128.119.192	1
47.128.119.196	1
47.128.120.156	1
47.128.120.183	1
47.128.120.193	1
47.128.120.216	1
47.128.121.123	1
47.128.121.132	1
47.128.121.153	1
47.128.121.157	1
47.128.121.174	1
47.128.121.65	1
47.128.121.69	1
47.128.121.75	1
47.128.121.79	1
47.128.121.84	1
47.128.121.85	1
47.128.121.97	1
47.128.122.103	1
47.128.122.130	1
47.128.16.182	1
47.149.209.109	1
47.15.156.177	1
47.15.219.165	1
47.15.240.21	1
47.15.240.217	1
47.15.76.199	1
47.15.81.57	1
47.15.95.56	1
47.205.66.187	1
47.221.141.175	1
47.236.21.174	1
47.236.251.100	1
47.237.0.176	1
47.237.190.222	1
47.239.25.254	1
47.243.13.204	1
47.251.174.254	1
47.31.70.168	1
47.61.174.164	1
47.84.193.91	1
47.9.145.210	1
47.92.162.238	1
47.93.142.191	1
47.94.3.194	1
47.97.112.136	1
47.98.114.164	1
47.98.237.171	1
49.0.26.47	1
49.12.172.234	1
49.13.203.136	1
49.14.156.237	1
49.144.17.2	1
49.144.64.114	1
49.144.67.211	1
49.145.169.155	1
49.145.195.232	1
49.145.209.193	1
49.145.215.149	1
49.146.253.142	1
49.147.176.132	1
49.147.197.243	1
49.148.11.29	1
49.149.128.193	1
49.149.164.34	1
49.149.94.55	1
49.15.132.217	1
49.150.204.157	1
49.150.64.223	1
49.151.186.185	1
49.151.98.158	1
49.156.112.67	1
49.158.150.91	1
49.206.116.111	1
49.206.41.198	1
49.213.252.38	1
49.228.209.216	1
49.228.239.207	1
49.228.98.209	1
49.229.200.72	1
49.229.36.2	1
49.230.65.156	1
49.232.193.149	1
49.244.143.176	1
49.244.160.30	1
49.244.44.14	1
49.244.60.37	1
49.34.107.151	1
49.34.165.209	1
49.34.246.169	1
49.36.103.231	1
49.36.137.112	1
49.36.144.207	1
49.36.168.101	1
49.36.170.207	1
49.36.180.84	1
49.36.182.220	1
49.36.182.82	1
49.36.185.125	1
49.36.19.58	1
49.36.219.252	1
49.36.221.83	1
49.36.235.179	1
49.36.241.111	1
49.36.242.204	1
49.36.242.8	1
49.36.45.58	1
49.36.56.6	1
49.36.58.107	1
49.36.69.199	1
49.36.82.22	1
49.36.83.154	1
49.36.90.84	1
49.37.158.35	1
49.37.171.118	1
49.37.192.64	1
49.37.202.249	1
49.37.37.71	1
49.42.116.183	1
49.42.186.2	1
49.42.209.14	1
49.43.0.231	1
49.43.1.238	1
49.43.104.86	1
49.43.129.76	1
49.43.130.9	1
49.43.137.84	1
49.43.152.51	1
49.43.158.102	1
49.43.160.154	1
49.43.161.93	1
49.43.163.51	1
49.43.168.69	1
49.43.169.189	1
49.43.2.66	1
49.43.241.216	1
49.43.41.195	1
49.43.5.140	1
49.43.5.145	1
49.43.5.195	1
49.43.6.117	1
49.43.92.4	1
49.47.10.146	1
49.47.11.211	1
49.47.130.6	1
49.47.135.189	1
49.47.135.43	1
49.47.219.0	1
49.47.219.243	1
49.47.68.87	1
49.47.9.148	1
49.47.9.159	1
49.47.9.213	1
49.49.4.182	1
49.77.209.194	1
5.0.127.239	1
5.0.13.105	1
5.0.40.218	1
5.0.41.130	1
5.0.76.25	1
5.1.108.145	1
5.1.110.4	1
5.107.167.213	1
5.107.224.94	1
5.111.190.215	1
5.111.47.18	1
5.12.37.30	1
5.135.71.247	1
5.155.108.102	1
5.155.14.66	1
5.155.45.233	1
5.156.21.187	1
5.156.53.5	1
5.161.80.241	1
5.163.16.66	1
5.163.17.35	1
5.163.20.202	1
5.163.45.69	1
5.163.57.215	1
5.163.91.106	1
5.175.147.209	1
5.177.155.151	1
5.178.12.52	1
5.180.61.211	1
5.183.186.235	1
5.188.253.206	1
5.192.41.224	1
5.193.134.209	1
5.193.253.78	1
5.193.70.114	1
5.194.189.49	1
5.21.114.244	1
5.233.87.122	1
5.246.125.146	1
5.246.187.71	1
5.246.246.28	1
5.25.166.53	1
5.255.231.147	1
5.31.202.14	1
5.31.39.207	1
5.34.58.158	1
5.36.177.48	1
5.36.193.201	1
5.36.252.22	1
5.38.0.71	1
5.38.28.213	1
5.38.41.171	1
5.38.57.249	1
5.38.59.231	1
5.39.1.225	1
5.39.1.228	1
5.39.1.230	1
5.39.1.243	1
5.39.1.247	1
5.39.1.250	1
5.39.109.173	1
5.39.109.178	1
5.39.109.180	1
5.39.109.181	1
5.39.109.183	1
5.39.109.191	1
5.41.11.195	1
5.41.136.32	1
5.41.141.77	1
5.41.156.125	1
5.41.35.92	1
5.41.4.32	1
5.41.53.154	1
5.43.197.87	1
5.45.140.244	1
5.45.167.104	1
5.49.24.169	1
5.58.24.119	1
5.59.231.160	1
50.100.95.202	1
50.121.57.130	1
50.149.107.202	1
50.212.116.145	1
50.60.154.92	1
50.60.171.249	1
50.60.28.98	1
51.107.187.28	1
51.124.25.43	1
51.138.91.29	1
51.161.37.1	1
51.161.37.148	1
51.161.37.200	1
51.161.37.234	1
51.161.37.243	1
51.161.37.30	1
51.161.37.49	1
51.161.37.78	1
51.161.37.87	1
51.161.37.92	1
51.161.65.150	1
51.161.65.154	1
51.161.65.212	1
51.161.65.38	1
51.186.57.151	1
51.195.183.105	1
51.195.183.13	1
51.195.183.14	1
51.195.183.150	1
51.195.183.170	1
51.195.183.171	1
51.195.183.175	1
51.195.183.18	1
51.195.183.183	1
51.195.183.184	1
51.195.183.196	1
51.195.183.218	1
51.195.183.22	1
51.195.183.228	1
51.195.183.230	1
51.195.183.241	1
51.195.183.36	1
51.195.183.4	1
51.195.183.48	1
51.195.183.6	1
51.195.183.76	1
51.195.183.82	1
51.195.183.95	1
51.195.215.108	1
51.195.215.119	1
51.195.215.131	1
51.195.215.136	1
51.195.215.15	1
51.195.215.161	1
51.195.215.172	1
51.195.215.180	1
51.195.215.19	1
51.195.215.30	1
51.195.215.69	1
51.195.244.10	1
51.195.244.106	1
51.195.244.135	1
51.195.244.139	1
51.195.244.14	1
51.195.244.150	1
51.195.244.151	1
51.195.244.183	1
51.195.244.184	1
51.195.244.188	1
51.195.244.214	1
51.195.244.223	1
51.195.244.23	1
51.195.244.235	1
51.195.244.24	1
51.195.244.241	1
51.195.244.252	1
51.195.244.253	1
51.195.244.30	1
51.195.244.42	1
51.195.244.59	1
51.195.244.78	1
51.195.41.50	1
51.211.17.67	1
51.211.241.54	1
51.222.168.138	1
51.222.168.172	1
51.222.168.178	1
51.222.168.202	1
51.222.168.29	1
51.222.168.34	1
51.222.168.38	1
51.222.95.100	1
51.222.95.105	1
51.222.95.108	1
51.222.95.129	1
51.222.95.47	1
51.223.47.53	1
51.235.171.85	1
51.235.174.179	1
51.235.198.197	1
51.235.45.180	1
51.235.50.213	1
51.235.99.11	1
51.252.148.136	1
51.252.150.85	1
51.252.161.139	1
51.252.186.58	1
51.253.219.75	1
51.253.228.172	1
51.253.236.45	1
51.36.109.204	1
51.36.170.9	1
51.36.171.17	1
51.36.174.14	1
51.36.174.94	1
51.36.211.81	1
51.36.220.112	1
51.36.227.161	1
51.36.227.170	1
51.36.232.214	1
51.36.232.76	1
51.36.232.98	1
51.36.233.73	1
51.36.66.3	1
51.36.87.50	1
51.39.227.172	1
51.39.232.136	1
51.39.232.5	1
51.39.233.56	1
51.39.246.18	1
51.39.246.68	1
51.39.247.52	1
51.39.56.145	1
51.39.93.51	1
51.68.107.139	1
51.68.107.141	1
51.68.107.142	1
51.68.107.144	1
51.68.107.159	1
51.68.107.161	1
51.68.111.204	1
51.68.111.205	1
51.68.111.207	1
51.68.111.212	1
51.68.111.214	1
51.68.111.217	1
51.68.111.239	1
51.68.111.240	1
51.68.233.43	1
51.68.236.64	1
51.68.236.68	1
51.68.236.71	1
51.68.236.93	1
51.68.247.214	1
51.68.247.217	1
51.68.247.221	1
51.75.119.165	1
51.75.119.168	1
51.75.128.50	1
51.75.236.129	1
51.75.236.134	1
51.75.236.142	1
51.75.236.148	1
51.75.236.159	1
51.79.138.80	1
51.83.101.126	1
51.89.129.11	1
51.89.129.114	1
51.89.129.12	1
51.89.129.121	1
51.89.129.129	1
51.89.129.13	1
51.89.129.133	1
51.89.129.134	1
51.89.129.14	1
51.89.129.144	1
51.89.129.189	1
51.89.129.223	1
51.89.129.226	1
51.89.129.241	1
51.89.129.254	1
51.89.129.30	1
51.89.129.34	1
51.89.129.8	1
51.89.129.91	1
51.91.124.187	1
52.125.141.22	1
52.167.144.140	1
52.167.144.196	1
52.173.178.216	1
52.176.124.184	1
52.176.138.192	1
52.35.136.136	1
54.215.248.121	1
54.36.60.82	1
54.37.118.65	1
54.37.118.72	1
54.37.118.75	1
54.37.118.93	1
54.37.252.131	1
54.37.252.137	1
54.37.252.192	1
54.38.147.10	1
54.38.147.116	1
54.38.147.126	1
54.38.147.141	1
54.38.147.149	1
54.38.147.151	1
54.38.147.153	1
54.38.147.169	1
54.38.147.177	1
54.38.147.20	1
54.38.147.213	1
54.38.147.244	1
54.38.147.42	1
54.38.147.54	1
54.38.147.72	1
54.39.0.107	1
54.39.0.110	1
54.39.0.115	1
54.39.0.150	1
54.39.0.162	1
54.39.0.181	1
54.39.0.20	1
54.39.0.242	1
54.39.0.26	1
54.39.0.43	1
54.39.0.59	1
54.39.0.95	1
54.39.136.110	1
54.39.136.112	1
54.39.136.142	1
54.39.136.150	1
54.39.136.155	1
54.39.136.156	1
54.39.136.166	1
54.39.136.239	1
54.39.136.241	1
54.39.136.66	1
54.39.136.86	1
54.39.136.94	1
54.39.136.97	1
54.39.210.103	1
54.39.210.147	1
54.39.210.174	1
54.39.210.204	1
54.39.210.235	1
54.39.210.245	1
54.39.210.82	1
54.39.6.0	1
54.39.6.112	1
54.39.6.147	1
54.39.6.17	1
54.39.6.49	1
54.39.6.94	1
54.39.89.163	1
54.39.89.230	1
54.39.89.36	1
54.39.89.51	1
54.39.89.59	1
54.39.89.64	1
54.39.89.87	1
54.39.89.99	1
57.128.159.156	1
57.129.65.146	1
58.10.6.173	1
58.11.26.195	1
58.120.194.20	1
58.146.105.99	1
58.181.115.251	1
58.186.164.94	1
58.186.165.211	1
58.187.74.218	1
58.65.222.167	1
58.69.208.96	1
58.84.148.19	1
59.103.102.153	1
59.103.104.116	1
59.103.109.252	1
59.103.112.34	1
59.103.195.4	1
59.103.220.243	1
59.103.32.145	1
59.127.228.113	1
59.144.173.119	1
59.145.160.30	1
59.153.113.246	1
59.178.154.196	1
59.178.97.28	1
59.183.100.226	1
59.183.205.99	1
59.183.241.239	1
59.184.200.69	1
59.184.246.250	1
59.60.152.230	1
59.89.176.194	1
59.89.75.161	1
59.91.239.111	1
59.91.25.248	1
59.92.60.151	1
59.94.112.147	1
59.97.138.76	1
59.98.215.241	1
59.99.142.70	1
59.99.206.53	1
60.164.244.129	1
60.173.151.40	1
60.173.161.143	1
60.174.1.161	1
60.190.242.28	1
60.190.242.29	1
60.190.242.30	1
60.249.252.94	1
60.48.154.191	1
60.48.96.125	1
60.53.32.184	1
60.54.126.180	1
61.1.208.216	1
61.114.14.8	1
61.156.59.146	1
61.184.10.103	1
61.220.223.41	1
61.245.120.70	1
61.245.27.196	1
61.33.62.231	1
61.5.147.53	1
61.5.150.15	1
61.6.220.224	1
61.90.31.38	1
62.12.156.52	1
62.157.52.52	1
62.197.146.23	1
62.197.147.70	1
62.209.147.150	1
62.209.220.36	1
62.217.152.227	1
62.217.153.17	1
62.248.119.82	1
62.251.94.92	1
62.36.19.42	1
62.4.32.224	1
62.4.35.137	1
62.4.55.123	1
62.61.172.156	1
62.72.191.122	1
62.90.189.134	1
62.99.104.209	1
63.143.93.222	1
63.143.93.242	1
63.47.182.162	1
64.137.225.254	1
64.137.233.181	1
64.137.251.42	1
64.150.226.118	1
64.225.9.164	1
64.227.153.9	1
64.23.174.76	1
64.23.231.72	1
64.236.134.19	1
64.236.180.151	1
64.239.106.222	1
64.65.98.154	1
64.94.84.153	1
65.20.134.219	1
65.20.139.157	1
65.20.140.163	1
65.20.140.251	1
65.20.141.174	1
65.20.141.198	1
65.20.142.125	1
65.20.146.135	1
65.20.155.146	1
65.20.216.30	1
65.21.176.134	1
65.26.121.114	1
65.38.73.126	1
65.48.149.239	1
66.102.121.179	1
66.118.130.245	1
66.118.148.36	1
66.118.158.207	1
66.118.160.64	1
66.118.164.173	1
66.150.198.208	1
66.167.166.72	1
66.167.169.34	1
66.181.177.185	1
66.181.177.247	1
66.181.182.95	1
